code,secode,name
2041,2010001484,登海种业
2045,2010001488,国光电器
2049,2010001492,紫光国芯
2061,2010001504,*ST江化
2062,2010001505,宏润建设
2065,2010001508,东华软件
2066,2010001509,瑞泰科技
2099,2010001542,海翔药业
2101,2010001544,广东鸿图
2106,2010001549,莱宝高科
2119,2010001562,康强电子
2126,2010001569,银轮股份
2129,2010001572,中环股份
2135,2010001578,东南网架
2161,2010001604,远望谷
2171,2010001614,楚江新材
2181,2010001624,粤传媒
2193,2010001636,山东如意
2194,2010001637,武汉凡谷
2214,2010001657,大立科技
2215,2010001658,诺普信
2216,2010001659,三全食品
2218,2010001661,拓日新能
600590,2010000501,泰豪科技
600595,2010000506,中孚实业
600596,2010000507,新安股份
600624,2010000535,复旦复华
600636,2010000547,三爱富
600641,2010000552,万业企业
600642,2010000553,申能股份
600665,2010000576,天地源
600681,2010000592,百川能源
600682,2010000593,南京新百
600689,2010000600,上海三毛
600693,2010000604,东百集团
600704,2010000615,物产中大
600726,2010000637,华电能源
600733,2010000644,S前锋
600734,2010000645,实达集团
600744,2010000655,华银电力
600745,2010000656,中茵股份
600757,2010000668,长江传媒
600758,2010000669,红阳能源
600759,2010000670,洲际油气
600766,2010000677,园城黄金
600775,2010000686,南京熊猫
600781,2010000692,辅仁药业
600784,2010000695,鲁银投资
600790,2010000701,轻纺城
600862,2010000773,中航高科
600863,2010000774,内蒙华电
600882,2010000793,广泽股份
600886,2010000797,国投电力
600891,2010000802,秋林集团
600995,2010000840,文山电力
601005,2010000845,重庆钢铁
601898,2010000872,中煤能源
96,2010001002,广聚能源
156,2010001009,华数传媒
412,2010001027,ST五环
429,2010001041,粤高速A
506,2010001050,中润资源
518,2010001061,四环生物
528,2010001071,柳工
530,2010001073,大冷股份
535,2010001078,*ST猴王
555,2010001098,神州信息
561,2010001104,烽火电子
562,2010001105,宏源证券
571,2010001114,新大洲A
581,2010001119,威孚高科
601,2010001139,韶能股份
610,2010001147,西安旅游
618,2010001154,吉林化工
628,2010001163,高新发展
653,2010001177,ST九州
656,2010001179,金科股份
657,2010001180,中钨高新
660,2010001183,*ST南华
661,2010001184,长春高新
701,2010001219,厦门信达
716,2010001231,黑芝麻
726,2010001240,鲁泰A
730,2010001244,*ST环保
732,2010001246,泰禾集团
735,2010001248,罗牛山
736,2010001249,中房地产
756,2010001259,新华制药
791,2010001285,甘肃电投
812,2010001303,陕西金叶
835,2010001323,长城动漫
852,2010001331,石化机械
862,2010001337,银星能源
882,2010001348,华联股份
2220,2010001663,天宝股份
2227,2010001670,奥特迅
2238,2010001681,天威视讯
2249,2010001692,大洋电机
2255,2010001698,海陆重工
600497,2010000418,驰宏锌锗
600511,2010000431,国药股份
600518,2010000437,康美药业
600525,2010000443,长园集团
600553,2010000467,太行水泥
600583,2010000494,海油工程
600586,2010000497,金晶科技
600594,2010000505,益佰制药
600597,2010000508,光明乳业
600600,2010000511,青岛啤酒
600602,2010000513,云赛智联
600611,2010000522,大众交通
600616,2010000527,金枫酒业
600638,2010000549,新黄浦
600639,2010000550,浦东金桥
600648,2010000559,外高桥
600655,2010000566,豫园商城
600660,2010000571,福耀玻璃
600669,2010000580,*ST鞍成
600674,2010000585,川投能源
600676,2010000587,交运股份
600678,2010000589,四川金顶
600684,2010000595,珠江实业
600686,2010000597,金龙汽车
600687,2010000598,刚泰控股
600706,2010000617,曲江文旅
600718,2010000629,东软集团
600727,2010000638,鲁北化工
600730,2010000641,中国高科
600732,2010000643,*ST新梅
600739,2010000650,辽宁成大
600743,2010000654,华远地产
600761,2010000672,安徽合力
600782,2010000693,新钢股份
600787,2010000698,中储股份
600796,2010000707,钱江生化
600797,2010000708,浙大网新
898,2010001360,鞍钢股份
902,2010001364,新洋丰
933,2010001391,*ST神火
956,2010001404,中原油气
966,2010001413,长源电力
983,2010001429,西山煤电
2001,2010001444,新和成
2002,2010001445,鸿达兴业
2034,2010001477,美欣达
2035,2010001478,华帝股份
2038,2010001481,双鹭药业
2048,2010001491,宁波华翔
2114,2010001557,罗平锌电
2118,2010001561,紫鑫药业
2124,2010001567,天邦股份
2136,2010001579,安纳达
2140,2010001583,东华科技
2141,2010001584,蓉胜超微
2147,2010001590,新光圆成
2162,2010001605,悦心健康
2163,2010001606,中航三鑫
2186,2010001629,全聚德
2196,2010001639,方正电机
2208,2010001651,合肥城建
2210,2010001653,飞马国际
2219,2010001662,恒康医疗
2223,2010001666,鱼跃医疗
2225,2010001668,濮耐股份
2228,2010001671,合兴包装
2232,2010001675,启明信息
2241,2010001684,歌尔股份
2242,2010001685,九阳股份
2244,2010001687,滨江集团
2253,2010001696,川大智胜
2256,2010001699,彩虹精化
2260,2010001703,德奥通航
2,2010000938,万科A
29,2010000965,深深房A
32,2010000968,深桑达A
38,2010000974,深大通
56,2010000986,皇庭国际
78,2010000998,海王生物
90,2010001001,天健集团
99,2010001003,中信海直
100,2010001004,TCL集团
428,2010001040,华天酒店
516,2010001059,国际医学
521,2010001064,美菱电器
525,2010001068,红太阳
534,2010001077,万泽股份
550,2010001093,江铃汽车
551,2010001094,创元科技
554,2010001097,泰山石油
559,2010001102,万向钱潮
568,2010001111,泸州老窖
570,2010001113,苏常柴A
623,2010001159,吉林敖东
630,2010001165,铜陵有色
650,2010001174,仁和药业
663,2010001186,永安林业
673,2010001195,当代东方
683,2010001204,远兴能源
685,2010001205,中山公用
713,2010001229,丰乐种业
721,2010001236,西安饮食
722,2010001237,湖南发展
753,2010001257,漳州发展
763,2010001266,锦州石化
767,2010001269,漳泽电力
785,2010001279,武汉中商
787,2010001281,*ST创智
793,2010001287,华闻传媒
600812,2010000723,华北制药
600823,2010000734,世茂股份
600829,2010000740,人民同泰
600830,2010000741,香溢融通
600837,2010000748,海通证券
600841,2010000752,上柴股份
600843,2010000754,上工申贝
600856,2010000767,中天能源
600858,2010000769,银座股份
600860,2010000771,京城股份
600867,2010000778,通化东宝
600872,2010000783,中炬高新
600887,2010000798,伊利股份
600894,2010000805,广日股份
600966,2010000817,博汇纸业
600973,2010000822,宝胜股份
600981,2010000828,汇鸿集团
600992,2010000838,贵绳股份
601006,2010000846,大秦铁路
601168,2010000854,西部矿业
601169,2010000855,北京银行
601588,2010000862,北辰实业
601918,2010000874,*ST新集
601939,2010000876,建设银行
601958,2010000877,金钼股份
601988,2010000878,中国银行
601999,2010000881,出版传媒
4,2010000940,国农科技
7,2010000943,全新好
14,2010000950,沙河股份
28,2010000964,国药一致
796,2010001289,凯撒旅游
822,2010001312,山东海化
826,2010001315,启迪桑德
832,2010001321,*ST龙涤
851,2010001330,高鸿股份
856,2010001332,*ST冀装
863,2010001338,三湘印象
875,2010001342,吉电股份
876,2010001343,新希望
880,2010001346,潍柴重机
897,2010001359,津滨发展
901,2010001363,航天科技
912,2010001372,泸天化
916,2010001375,华北高速
917,2010001376,电广传媒
923,2010001382,河北宣工
936,2010001393,华西股份
937,2010001394,冀中能源
951,2010001400,中国重汽
957,2010001405,中通客车
961,2010001409,中南建设
971,2010001418,高升控股
972,2010001419,中基健康
980,2010001426,金马股份
2010,2010001453,传化股份
2012,2010001455,凯恩股份
2021,2010001464,中捷资源
2032,2010001475,苏泊尔
2033,2010001476,丽江旅游
2040,2010001483,南京港
2044,2010001487,美年健康
2046,2010001489,轴研科技
2055,2010001498,得润电子
2067,2010001510,景兴纸业
2080,2010001523,中材科技
2084,2010001527,海鸥卫浴
2085,2010001528,万丰奥威
2088,2010001531,鲁阳节能
2092,2010001535,中泰化学
2093,2010001536,国脉科技
2098,2010001541,浔兴股份
2109,2010001552,*ST兴化
2111,2010001554,威海广泰
2113,2010001556,天润数娱
2130,2010001573,沃尔核材
2132,2010001575,恒星科技
2142,2010001585,宁波银行
2146,2010001589,荣盛发展
2154,2010001597,报喜鸟
2156,2010001599,通富微电
2157,2010001600,正邦科技
2165,2010001608,红宝丽
2172,2010001615,澳洋科技
2179,2010001622,中航光电
2185,2010001628,华天科技
2192,2010001635,融捷股份
2221,2010001664,东华能源
2229,2010001672,鸿博股份
2230,2010001673,科大讯飞
2231,2010001674,奥维通信
2245,2010001688,澳洋顺昌
2251,2010001694,步步高
34,2010000970,神州数码
37,2010000973,*ST南电A
50,2010000984,深天马A
55,2010000985,方大集团
60,2010000989,中金岭南
69,2010000996,华侨城A
89,2010001000,深圳机场
155,2010001008,*ST川化
158,2010001011,常山股份
409,2010001024,山东地矿
421,2010001035,南京公用
425,2010001038,徐工机械
509,2010001053,华塑控股
524,2010001067,岭南控股
540,2010001083,中天城投
541,2010001084,佛山照明
544,2010001087,中原环保
548,2010001091,湖南投资
558,2010001101,莱茵体育
576,2010001117,广东甘化
582,2010001120,北部湾港
583,2010001121,S*ST托普
609,2010001146,绵石投资
612,2010001149,焦作万方
616,2010001152,海航投资
659,2010001182,珠海中富
686,2010001206,东北证券
697,2010001215,炼石有色
710,2010001226,天兴仪表
711,2010001227,京蓝科技
720,2010001235,新能泰山
725,2010001239,京东方A
733,2010001247,振华科技
759,2010001262,中百集团
777,2010001273,中核科技
792,2010001286,盐湖股份
797,2010001290,中国武夷
798,2010001291,中水渔业
799,2010001292,酒鬼酒
811,2010001302,烟台冰轮
820,2010001310,金城股份
827,2010001316,*ST长兴
829,2010001318,天音控股
831,2010001320,*ST五稀
859,2010001334,国风塑业
881,2010001347,大连国际
887,2010001352,中鼎股份
889,2010001354,茂业通信
900,2010001362,现代投资
908,2010001368,景峰医药
911,2010001371,南宁糖业
921,2010001380,海信科龙
931,2010001389,中关村
932,2010001390,华菱钢铁
948,2010001397,南天信息
958,2010001406,东方能源
960,2010001408,锡业股份
965,2010001412,天保基建
978,2010001424,桂林旅游
982,2010001428,中银绒业
987,2010001431,越秀金控
991,2010001435,通海高科
1696,2010001442,宗申动力
2007,2010001450,华兰生物
2024,2010001467,苏宁云商
2026,2010001469,山东威达
2027,2010001470,分众传媒
2029,2010001472,七匹狼
2042,2010001485,华孚色纺
2051,2010001494,中工国际
2056,2010001499,横店东磁
2081,2010001524,金螳螂
2090,2010001533,金智科技
2096,2010001539,南岭民爆
600018,2010004233,上港集箱
2108,2010001551,沧州明珠
2122,2010001565,天马股份
2128,2010001571,露天煤业
2137,2010001580,麦达数字
2138,2010001581,顺络电子
2144,2010001587,宏达高科
2158,2010001601,汉钟精机
2166,2010001609,莱茵生物
2168,2010001611,深圳惠程
2170,2010001613,芭田股份
2176,2010001619,江特电机
2183,2010001626,怡亚通
2188,2010001631,巴士在线
2197,2010001640,证通电子
2201,2010001644,九鼎新材
2207,2010001650,准油股份
2217,2010001660,合力泰
2226,2010001669,江南化工
2247,2010001690,帝龙文化
600009,2010000010,上海机场
600019,2010000018,宝钢股份
600038,2010000032,中直股份
600052,2010000037,浙江广厦
600068,2010000053,葛洲坝
600074,2010000059,保千里
600076,2010000061,康欣新材
600079,2010000064,人福医药
600087,2010000072,退市长油
600088,2010000073,中视传媒
600089,2010000074,特变电工
600102,2010000087,莱钢股份
600115,2010000100,东方航空
600125,2010000109,铁龙物流
600126,2010000110,杭钢股份
600139,2010000122,西部资源
600156,2010000134,华升股份
600165,2010000142,新日恒力
600171,2010000148,上海贝岭
600175,2010000151,美都能源
600186,2010000162,莲花健康
600188,2010000164,兖州煤业
600193,2010000169,创兴资源
600196,2010000171,复星医药
600211,2010000185,西藏药业
600220,2010000193,江苏阳光
600221,2010000194,海南航空
600223,2010000196,鲁商置业
600246,2010000216,万通地产
600248,2010000218,延长化建
600256,2010000225,广汇能源
600258,2010000227,首旅酒店
600259,2010000228,广晟有色
600263,2010000232,路桥建设
600265,2010000233,*ST景谷
600270,2010000238,外运发展
600277,2010000244,亿利洁能
600279,2010000246,重庆港九
600293,2010000260,三峡新材
600300,2010000266,维维股份
600320,2010000284,振华重工
600327,2010000290,大东方
600351,2010000309,亚宝药业
600359,2010000317,新农开发
600373,2010000330,中文传媒
600388,2010000343,龙净环保
600406,2010000358,国电南瑞
600459,2010000388,贵研铂业
600477,2010000401,杭萧钢构
600479,2010000403,千金药业
600481,2010000405,双良节能
600482,2010000406,中国动力
600485,2010000408,信威集团
600486,2010000409,扬农化工
600495,2010000416,晋西车轴
600496,2010000417,精工钢构
600501,2010000422,航天晨光
600509,2010000429,天富能源
600521,2010000440,华海药业
600522,2010000441,中天科技
600523,2010000442,贵航股份
600531,2010000449,豫光金铅
600540,2010000457,新赛股份
600543,2010000458,莫高股份
600547,2010000461,山东黄金
600581,2010000492,*ST八钢
600591,2010000502,*ST上航
600599,2010000510,熊猫金控
600617,2010000528,国新能源
600620,2010000531,天宸股份
600625,2010000536,PT水仙
600650,2010000561,锦江投资
600661,2010000572,新南洋
600662,2010000573,强生控股
600673,2010000584,东阳光科
600680,2010000591,上海普天
600695,2010000606,绿庭投资
600696,2010000607,匹凸匹
600698,2010000609,湖南天雁
600703,2010000614,三安光电
600729,2010000640,重庆百货
600741,2010000652,华域汽车
600747,2010000658,大连控股
600751,2010000662,天海投资
600754,2010000665,锦江股份
600767,2010000678,运盛医疗
600768,2010000679,宁波富邦
600770,2010000681,综艺股份
600772,2010000683,S*ST龙昌
600778,2010000689,友好集团
600786,2010000697,东方锅炉
600788,2010000699,*ST达曼
600789,2010000700,鲁抗医药
600793,2010000704,ST宜纸
600801,2010000712,华新水泥
600813,2010000724,ST鞍一工
600821,2010000732,津劝业
600835,2010000746,上海机电
600844,2010000755,丹化科技
600859,2010000770,王府井
600866,2010000777,*ST星湖
600874,2010000785,创业环保
600878,2010000789,*ST北科
600879,2010000790,航天电子
600880,2010000791,博瑞传播
600893,2010000804,中航动力
600897,2010000808,厦门空港
600900,2010000811,长江电力
600965,2010000816,福成股份
600971,2010000821,恒源煤电
600978,2010000825,宜华生活
600979,2010000826,广安爱众
600988,2010000835,赤峰黄金
600997,2010000841,开滦股份
601001,2010000842,大同煤业
601600,2010000863,中国铝业
601699,2010000867,潞安环能
601808,2010000868,中海油服
601899,2010000873,紫金矿业
6,2010000942,深振业A
23,2010000959,深天地A
33,2010000969,*ST新都
35,2010000971,中国天楹
39,2010000975,中集集团
42,2010000977,中洲控股
48,2010000982,康达尔
58,2010000987,深赛格
153,2010001007,丰原药业
401,2010001016,冀东水泥
403,2010001018,ST生化
415,2010001029,渤海金控
422,2010001036,湖北宜化
501,2010001045,鄂武商A
504,2010001048,*ST生物
508,2010001052,琼民源A
513,2010001056,丽珠集团
526,2010001069,紫光学大
529,2010001072,广弘控股
536,2010001079,华映科技
542,2010001085,TCL通讯
605,2010001142,渤海股份
611,2010001148,*ST天首
622,2010001158,*ST恒立
632,2010001167,三木集团
638,2010001172,万方发展
655,2010001178,金岭矿业
662,2010001185,天夏智慧
667,2010001189,美好置业
671,2010001193,阳光城
679,2010001200,大连友谊
687,2010001207,华讯方舟
688,2010001208,建新矿业
690,2010001210,宝新能源
693,2010001213,ST华泽
702,2010001220,正虹科技
715,2010001230,中兴商业
748,2010001253,长城信息
755,2010001258,山西三维
778,2010001274,新兴铸管
779,2010001275,三毛派神
783,2010001278,长江证券
815,2010001305,美利云
816,2010001306,智慧农业
818,2010001308,方大化工
828,2010001317,东莞控股
833,2010001322,贵糖股份
848,2010001328,承德露露
850,2010001329,华茂股份
861,2010001336,海印股份
868,2010001340,安凯客车
877,2010001344,天山股份
885,2010001350,同力水泥
890,2010001355,法尔胜
892,2010001356,星美联合
895,2010001358,双汇发展
913,2010001373,*ST钱江
929,2010001387,兰州黄河
935,2010001392,四川双马
949,2010001398,新乡化纤
950,2010001399,*ST建峰
952,2010001401,广济药业
955,2010001403,欣龙控股
959,2010001407,首钢股份
973,2010001420,佛塑科技
979,2010001425,中弘股份
985,2010001430,大庆华科
995,2010001437,*ST皇台
1896,2010001443,豫能控股
2003,2010001446,伟星股份
2005,2010001448,德豪润达
2014,2010001457,永新股份
2018,2010001461,华信国际
2019,2010001462,亿帆医药
2022,2010001465,科华生物
2031,2010001474,巨轮智能
2060,2010001503,粤水电
2079,2010001522,苏州固锝
2082,2010001525,栋梁新材
2094,2010001537,青岛金王
2105,2010001548,信隆健康
2116,2010001559,中国海诚
2123,2010001566,梦网荣信
2177,2010001620,御银股份
2178,2010001621,延华智能
2180,2010001623,艾派克
2187,2010001630,广百股份
2190,2010001633,成飞集成
2195,2010001638,二三四五
2199,2010001642,*ST东晶
2213,2010001656,特尔佳
2235,2010001678,安妮股份
2236,2010001679,大华股份
2237,2010001680,恒邦股份
2250,2010001693,联化科技
2258,2010001701,利尔化学
600892,2010000803,大晟文化
739,2010001252,普洛药业
2265,2010001708,西仪股份
2268,2010001711,卫士通
2272,2010001861,川润股份
2703,2010007148,浙江世宝
2269,2010001855,美邦服饰
2270,2010001857,华明装备
2273,2010001862,水晶光电
601727,2010001870,上海电气
300353,2010007096,东土科技
2264,2010001707,新华都
601766,2010001854,中国中车
300356,2010007118,光一科技
2702,2010007129,海欣食品
2266,2010001709,浙富控股
603993,2010007117,洛阳钼业
2257,2010001700,立立电子
300354,2010007095,东华测试
2267,2010001710,陕天然气
2271,2010001859,东方雨虹
2274,2010001864,华昌化工
2700,2010007098,新疆浩源
2701,2010007120,奥瑞金
300355,2010007097,蒙草生态
2275,2010003282,桂林三金
2276,2010003283,万马股份
2277,2010003285,友阿股份
2283,2010003296,天润曲轴
2291,2010003304,星期六
2294,2010003309,信立泰
300007,2010003322,汉威电子
600018,2010000017,上港集团
2279,2010003290,久其软件
2284,2010003297,亚太股份
300009,2010003320,安科生物
300003,2010003325,乐普医疗
300011,2010003329,鼎汉技术
2305,2010003351,南国置业
2310,2010003357,东方园林
2315,2010003363,焦点科技
600349,2010000307,富通昭和
2320,2010003368,海峡股份
2323,2010003370,雅百特
300032,2010003379,金龙机电
300034,2010003381,钢研高纳
300036,2010003383,超图软件
601299,2010003387,中国北车
2329,2010003390,皇氏集团
2336,2010003402,*ST人乐
601668,2010003287,中国建筑
2278,2010003289,神开股份
2287,2010003300,奇正藏药
2289,2010003301,*ST宇顺
2296,2010003312,辉煌科技
2297,2010003313,博云新材
2301,2010003328,齐心集团
300018,2010003336,中元股份
300022,2010003341,吉峰农机
300024,2010003343,机器人
300028,2010003347,金亚科技
2303,2010003349,美盈森
2306,2010003353,中科云网
2325,2010003373,洪涛股份
2330,2010003389,得利斯
2333,2010003397,罗普斯金
2334,2010003400,英威腾
300002,2010003324,神州泰岳
300013,2010003331,新宁物流
300015,2010003333,爱尔眼科
300019,2010003337,硅宝科技
300025,2010003344,华星创业
2304,2010003350,洋河股份
2311,2010003358,海大集团
601989,2010003367,中国重工
2324,2010003371,普利特
2326,2010003374,永太科技
2328,2010003386,新朋股份
300038,2010003392,梅泰诺
2282,2010003295,博深工具
2293,2010003308,罗莱生活
2300,2010003316,太阳电缆
300008,2010003321,天海防务
300006,2010003323,莱美药业
300005,2010003327,探路者
300014,2010003332,亿纬锂能
2317,2010003365,众生药业
2319,2010003366,乐通股份
2322,2010003372,理工环科
300033,2010003380,同花顺
300037,2010003391,新宙邦
300039,2010003393,上海凯宝
2332,2010003398,仙琚制药
300044,2010003477,赛为智能
2352,2010003508,鼎泰新材
601268,2010003510,*ST二重
2354,2010003511,天神娱乐
300059,2010003562,东方财富
2377,2010003568,国创高新
601158,2010003570,重庆水务
300065,2010003573,海兰信
300066,2010003574,三川智慧
2381,2010003581,双箭股份
2405,2010003630,四维图新
2407,2010003632,多氟多
2408,2010003633,齐翔腾达
300084,2010003638,海默科技
300088,2010003650,长信科技
2427,2010003668,尤夫股份
2437,2010003680,誉衡药业
2438,2010003682,江苏神通
300045,2010003478,华力创通
300048,2010003480,合康变频
2339,2010003492,积成电子
2341,2010003494,新纶科技
601179,2010003502,中国西电
2349,2010003504,精华制药
2356,2010003513,赫美集团
300053,2010003532,欧比特
2363,2010003548,隆基机械
2375,2010003566,亚厦股份
300063,2010003571,天龙集团
601188,2010003588,龙江交通
2389,2010003597,南洋科技
300068,2010003601,南都电源
300073,2010003611,当升科技
2401,2010003624,中海科技
300081,2010003635,恒信移动
2412,2010003645,汉森制药
300085,2010003647,银之杰
2414,2010003655,高德红外
2418,2010003658,康盛股份
2423,2010003664,*ST中特
2425,2010003666,凯撒文化
2432,2010003674,九安医疗
300091,2010003688,金通灵
2441,2010003694,众业达
300094,2010003704,国联水产
2444,2010003711,巨星科技
300102,2010003984,乾照光电
300114,2010004013,中航电测
2468,2010004132,艾迪西
2474,2010004140,榕基软件
601177,2010004178,杭齿前进
2486,2010004183,嘉麟杰
300130,2010004197,新国都
300137,2010004248,先河环保
300138,2010004249,晨光生物
300139,2010004262,晓程科技
2501,2010004270,利源精制
2503,2010004272,搜于特
300093,2010003703,金刚玻璃
2452,2010003723,长高集团
300097,2010003963,智云股份
300105,2010003996,龙源技术
300111,2010004010,向日葵
300113,2010004012,顺网科技
2466,2010004017,天齐锂业
2475,2010004141,立讯精密
300123,2010004163,太阳鸟
2483,2010004169,润邦股份
2488,2010004212,金固股份
2490,2010004215,山东墨龙
601098,2010004241,中南传媒
2497,2010004256,雅化集团
2504,2010004287,弘高创意
2508,2010004297,老板电器
2511,2010004310,中顺洁柔
2529,2010004394,海源机械
300159,2010004429,新研股份
300156,2010004431,神雾环保
300162,2010004450,雷曼股份
300160,2010004451,秀强股份
300161,2010004452,华中数控
300163,2010004454,先锋新材
2540,2010004460,亚太科技
601700,2010004462,风范股份
601519,2010004483,大智慧
2530,2010004414,丰东股份
2536,2010004440,西泵股份
300164,2010004453,通源石油
300166,2010004471,东方国信
300040,2010003394,九洲电气
601117,2010003399,中国化学
300049,2010003481,福瑞股份
2344,2010003496,海宁皮城
300057,2010003538,万顺股份
2361,2010003544,神剑股份
2367,2010003553,康力电梯
2370,2010003557,亚太药业
2372,2010003559,伟星新材
2373,2010003560,千方科技
300062,2010003565,中能电气
2379,2010003576,*ST鲁丰
2383,2010003583,合众思壮
2390,2010003598,信邦制药
300067,2010003600,安诺其
300072,2010003610,三聚环保
2395,2010003614,双象股份
2400,2010003623,省广股份
2403,2010003626,爱仕达
300083,2010003637,劲胜精密
300087,2010003649,荃银高科
2422,2010003662,科伦药业
2424,2010003663,贵州百灵
2431,2010003673,棕榈股份
2434,2010003677,万里扬
2440,2010003696,闰土股份
300095,2010003961,华伍股份
300099,2010003970,尤洛卡
300104,2010003986,乐视网
2461,2010003989,珠江啤酒
300106,2010003997,西部牧业
300108,2010004004,双龙股份
300109,2010004005,新开源
2464,2010004015,金利科技
300117,2010004022,嘉寓股份
2467,2010004135,二六三
300119,2010004148,瑞普生物
2479,2010004159,富春环保
2482,2010004168,广田集团
300125,2010004174,易世达
300127,2010004176,银河磁体
300128,2010004177,锦富新材
2487,2010004184,大金重工
300132,2010004220,青松股份
300134,2010004222,大富科技
2500,2010004266,山西证券
2510,2010004309,天汽模
601777,2010004311,力帆股份
300144,2010004344,宋城演艺
601890,2010004393,亚星锚链
300154,2010004405,瑞凌股份
2542,2010004479,中化岩土
2546,2010004494,新联电子
601616,2010004496,广电电气
300178,2010004504,腾邦国际
601992,2010004529,金隅股份
601107,2010003286,四川成渝
2288,2010003302,超华科技
2295,2010003311,精艺股份
2298,2010003314,中电鑫龙
300004,2010003326,南风股份
300016,2010003338,北陆药业
300023,2010003342,宝德股份
2302,2010003348,西部建设
2307,2010003352,北新路桥
2308,2010003354,威创股份
2312,2010003360,三泰控股
300029,2010003384,天龙光电
2331,2010003388,皖通科技
2285,2010003298,世联行
2290,2010003305,禾盛新材
601888,2010003315,中国国旅
2299,2010003317,圣农发展
300012,2010003330,华测检测
300017,2010003335,网宿科技
300020,2010003339,银江股份
300026,2010003345,红日药业
2314,2010003359,南山控股
2313,2010003361,日海通讯
2316,2010003362,键桥通讯
2318,2010003364,久立特材
2321,2010003369,华英农业
601139,2010003375,深圳燃气
300030,2010003378,阳普医疗
300035,2010003382,中科电气
300041,2010003395,回天新材
2345,2010003499,潮宏基
300055,2010003536,万邦达
2378,2010003575,章源钨业
601101,2010003578,昊华能源
2386,2010003593,天原集团
2391,2010003599,长青股份
2393,2010003607,力生制药
2406,2010003631,远东传动
2409,2010003642,雅克科技
300086,2010003648,康芝药业
2439,2010003681,启明星辰
300090,2010003687,盛运环保
2446,2010003708,盛路通信
2449,2010003716,国星光电
2456,2010003968,欧菲光
2459,2010003975,天业通联
601718,2010003987,际华集团
2462,2010003990,嘉事堂
300112,2010004011,万讯自控
300115,2010004023,长盈精密
2473,2010004137,圣莱达
300120,2010004146,经纬电材
601018,2010004165,宁波港
2491,2010004214,通鼎互联
2494,2010004244,华斯股份
300140,2010004263,启源装备
2509,2010004298,天广中茂
601933,2010004357,永辉超市
300146,2010004359,汤臣倍健
2525,2010004372,胜景山河
2526,2010004373,山东矿机
300149,2010004382,量子高科
2527,2010004391,新时达
2533,2010004417,金杯电工
2534,2010004438,杭锅股份
2539,2010004459,云图控股
601137,2010004482,博威合金
300170,2010004485,汉得信息
2548,2010004510,金新农
2549,2010004511,凯美特气
2551,2010004525,尚荣医疗
2558,2010004537,世纪游轮
601011,2010004545,宝泰隆
300191,2010004562,潜能恒信
300199,2010004591,翰宇药业
300198,2010004592,纳川股份
2280,2010003292,联络互动
2281,2010003293,光迅科技
2292,2010003306,奥飞娱乐
300001,2010003319,特锐德
300027,2010003346,华谊兄弟
600999,2010003376,招商证券
300042,2010003396,朗科科技
2338,2010003404,奥普光电
300047,2010003483,天源迪科
2342,2010003498,巨力索具
2347,2010003501,泰尔股份
601106,2010003529,中国一重
300054,2010003533,鼎龙股份
601678,2010003540,滨化股份
601688,2010003546,华泰证券
2371,2010003558,七星电子
2374,2010003561,丽鹏股份
300061,2010003564,康耐特
2380,2010003577,科远股份
601518,2010003589,吉林高速
2387,2010003595,黑牛食品
300075,2010003613,数字政通
2398,2010003621,建研集团
300082,2010003636,奥克股份
2410,2010003643,广联达
2421,2010003661,达实智能
2433,2010003676,太安堂
2436,2010003679,兴森科技
300096,2010003962,易联众
2460,2010003976,赣锋锂业
601818,2010003999,光大银行
2477,2010004143,雏鹰农牧
300121,2010004147,阳谷华泰
300124,2010004164,汇川技术
300131,2010004198,英唐智控
300135,2010004223,宝利国际
2335,2010003401,科华恒盛
2337,2010003403,赛象科技
300046,2010003479,台基股份
601877,2010003495,正泰电器
2343,2010003497,慈文传媒
2346,2010003500,柘中股份
2358,2010003527,森源电气
2359,2010003528,齐星铁塔
300051,2010003530,三五互联
300052,2010003531,中青宝
2364,2010003549,中恒电气
2365,2010003550,永安药业
2366,2010003552,台海核电
2369,2010003556,卓翼科技
300064,2010003572,豫金刚石
2382,2010003582,蓝帆医疗
300071,2010003604,华谊嘉信
300074,2010003612,华平股份
300079,2010003620,数码视讯
2404,2010003627,嘉欣丝绸
2415,2010003653,海康威视
2420,2010003659,毅昌股份
2419,2010003660,天虹商场
2435,2010003678,长江润发
2443,2010003697,金洲管道
2445,2010003709,中南文化
2453,2010003724,天马精化
2457,2010003969,青龙管业
300100,2010003971,双林股份
300101,2010003972,振芯科技
300118,2010004021,东方日升
2470,2010004133,金正大
2476,2010004142,宝莫股份
2481,2010004160,双塔食品
300129,2010004196,泰胜风能
2492,2010004242,恒基达鑫
2499,2010004258,科林环保
2507,2010004296,涪陵榨菜
2515,2010004322,金字火腿
601880,2010004323,大连港
2519,2010004332,银河电子
300145,2010004345,中金环境
2521,2010004350,齐峰新材
300150,2010004383,世纪瑞尔
601126,2010004428,四方股份
300043,2010003476,星辉娱乐
300050,2010003482,世纪鼎利
2350,2010003506,北京科锐
2353,2010003509,杰瑞股份
2355,2010003512,兴民智通
300056,2010003537,三维丝
2360,2010003543,同德化工
2362,2010003545,汉王科技
2376,2010003567,新北洋
2384,2010003590,东山精密
2388,2010003596,新亚制程
300069,2010003602,金利华电
300070,2010003603,碧水源
2394,2010003608,联发股份
2397,2010003616,梦洁股份
300076,2010003617,GQY视讯
